2R	13275887	13523466	2R50A	0.0
2R	13523467	13663923	2R50B	0.0
2R	13663924	13994731	2R50C	0.0
2R	13994732	14135801	2R50D	0.0
2R	14135802	14289891	2R50E	0.0
2R	14289892	14389491	2R50F	0.0
2R	14389492	14547366	2R51A	0.0
2R	14547367	14707858	2R51B	0.0
2R	14707859	14872152	2R51C	0.0
2R	14872153	15093453	2R51D	0.0
2R	15093454	15265242	2R51E	0.0
2R	15265243	15402599	2R51F	0.0
2R	15402600	15578985	2R52A	0.0
2R	15578986	15687453	2R52B	0.0
2R	15687454	15890253	2R52C	0.0
2R	15890254	16042767	2R52D	0.0
2R	16042768	16150095	2R52E	0.0
2R	16150096	16231534	2R52F	0.0
2R	16231535	16285583	2R53A	0.0
2R	16285584	16333899	2R53B	0.0
2R	16333900	16667220	2R53C	0.0
2R	16667221	16882421	2R53D	0.0
2R	16882422	17039162	2R53E	0.0
2R	17039163	17132869	2R53F	0.0
2R	17132870	17227747	2R54A	0.0
2R	17227748	17507339	2R54B	0.0
2R	17507340	17601739	2R54C	0.0
2R	17601740	17701490	2R54D	0.0
2R	17701491	17811908	2R54E	0.0
2R	17811909	17890759	2R54F	0.0
2R	17890760	18013902	2R55A	0.0
2R	18013903	18216698	2R55B	0.0
2R	18216699	18495501	2R55C	0.0
2R	18495502	18581568	2R55D	0.0
2R	18581569	18750945	2R55E	0.0
2R	18750946	18927715	2R55F	0.0
2R	18927716	19012906	2R56A	0.0
2R	19012907	19156660	2R56B	0.0
2R	19156661	19329544	2R56C	0.0
2R	19329545	19570458	2R56D	0.0
2R	19570459	19971053	2R56E	0.0
2R	19971054	20361757	2R56F	0.0
2R	20361758	20683849	2R57A	0.0
2R	20683850	21107330	2R57B	0.0
2R	21107331	21199299	2R57C	0.0
2R	21199300	21378741	2R57D	0.0
2R	21378742	21549017	2R57E	0.0
2R	21549018	21758515	2R57F	0.0
2R	21758516	21978058	2R58A	0.0
2R	21978059	22128418	2R58B	0.0
2R	22128419	22193486	2R58C	0.0
2R	22193487	22417520	2R58D	0.0
2R	22417521	22584651	2R58E	0.0
2R	22584652	22675646	2R58F	0.0
2R	22675647	22766694	2R59A	0.0
2R	22766695	22978008	2R59B	0.0
2R	22978009	23139064	2R59C	0.0
2R	23139065	23434601	2R59D	0.0
2R	23434602	23562485	2R59E	0.0
2R	23562486	23787158	2R59F	0.0
2R	23787159	23989883	2R60A	0.0
2R	23989884	24156611	2R60B	0.0
2R	24156612	24449698	2R60C	0.0
2R	24449699	24747488	2R60D	0.0
2R	24747489	25017640	2R60E	0.0
3L	114103	298520	3L61B	0.0
3L	298521	756302	3L61C	0.0
3L	756303	924623	3L61D	0.0
3L	924624	1082762	3L61E	0.0
3L	1082763	1393741	3L61F	0.0
3L	1393742	1710810	3L62A	0.0
3L	1710811	1979672	3L62B	0.0
3L	1979673	2142693	3L62C	0.0
3L	2142694	2386781	3L62D	0.0
3L	2386782	2674592	3L62E	0.0
3L	2674593	2864582	3L62F	0.0
3L	2864583	3083893	3L63A	0.0
3L	3083894	3222966	3L63B	0.0
3L	3222967	3310019	3L63C	0.0
3L	3310020	3427672	3L63D	0.0
3L	3427673	3755734	3L63E	0.0
3L	3755735	3935599	3L63F	0.0
3L	3935600	4292399	3L64A	0.0
3L	4292400	4811120	3L64B	0.0
3L	4811121	5388412	3L64C	0.0
3L	5388413	5630962	3L64D	0.0
3L	5630963	5816953	3L64E	0.0
3L	5816954	5926522	3L64F	0.0
3L	5926523	6351562	3L65A	0.0
3L	6351563	6608375	3L65B	0.0
3L	6608376	6798367	3L65C	0.0
3L	6798368	7006677	3L65D	0.0
3L	7006678	7294296	3L65E	0.0
3L	7294297	7431304	3L65F	0.0
3L	7431305	7985501	3L66A	0.0
3L	7985502	8210398	3L66B	0.0
3L	8210399	8455041	3L66C	0.0
3L	8455042	8812549	3L66D	0.0
3L	8812550	8981730	3L66E	0.0
3L	8981731	9125749	3L66F	0.0
3L	9125750	9333837	3L67A	0.0
3L	9333838	9547269	3L67B	0.0
3L	9547270	9865310	3L67C	0.0
3L	9865311	10316395	3L67D	0.0
3L	10316396	10769950	3L67E	0.0
3L	10769951	10949869	3L67F	0.0
3L	10949870	11174025	3L68A	0.0
3L	11174026	11254920	3L68B	0.0
3L	11254921	11627770	3L68C	0.0
3L	11627771	11797322	3L68D	0.0
3L	11797323	11984377	3L68E	0.0
3L	11984378	12170417	3L68F	0.0
3L	12170418	12293742	3L69A	0.0
3L	12293743	12421235	3L69B	0.0
3L	12421236	12607929	3L69C	0.0
3L	12607930	12736869	3L69D	0.0
3L	12736870	12892735	3L69E	0.0
3L	12892736	13083087	3L69F	0.0
3L	13083088	13416214	3L70A	0.0
3L	13416215	13564803	3L70B	0.0
3L	13564804	14047681	3L70C	0.0
3L	14047682	14450541	3L70D	0.0
3L	14450542	14682684	3L70E	0.0
3L	14682685	14827714	3L70F	0.0
3L	14827715	14989104	3L71A	0.0
3L	14989105	15216220	3L71B	0.0
3L	15216221	15419138	3L71C	0.0
3L	15419139	15528103	3L71D	0.0
3L	15528104	15674313	3L71E	0.0
3L	15674314	15783932	3L71F	0.0
3L	15783933	15909955	3L72A	0.0
3L	15909956	15957887	3L72B	0.0
3L	15957888	16027777	3L72C	0.0
3L	16027778	16289574	3L72D	0.0
3L	16289575	16406288	3L72E	0.0
3L	16406289	16446935	3L72F	0.0
3L	16446936	16599333	3L73A	0.0
3L	16599334	16703494	3L73B	0.0
3L	16703495	16805146	3L73C	0.0
3L	16805147	16941257	3L73D	0.0
3L	16941258	17101813	3L73E	0.0
3L	17101814	17201850	3L73F	0.0
3L	17201851	17388357	3L74A	0.0
3L	17388358	17429272	3L74B	0.0
3L	17429273	17482659	3L74C	0.0
3L	17482660	17576327	3L74D	0.0
3L	17576328	17673079	3L74E	0.0
3L	17673080	17742176	3L74F	0.0
3L	17742177	17958242	3L75A	0.0
3L	17958243	18155271	3L75B	0.0
3L	18155272	18477235	3L75C	0.0
3L	18477236	18761204	3L75D	0.0
3L	18761205	18949059	3L75E	0.0
3L	18949060	19164830	3L75F	0.0
3L	19164831	19353706	3L76A	0.0
3L	19353707	19653653	3L76B	0.0
3L	19653654	19815981	3L76C	0.0
3L	19815982	20000585	3L76D	0.0
3L	20000586	20089784	3L76E	0.0
3L	20089785	20168062	3L76F	0.0
3L	20168063	20257193	3L77A	0.0
3L	20257194	20386379	3L77B	0.0
3L	20386380	20534803	3L77C	0.0
3L	20534804	20611181	3L77D	0.0
3L	20611182	20821101	3L77E	0.0
3L	20821102	20920517	3L77F	0.0
3L	20920518	21065447	3L78A	0.0
3L	21065448	21149915	3L78B	0.0
3L	21149916	21387543	3L78C	0.0
3L	21387544	21605535	3L78D	0.0
3L	21605536	21748736	3L78E	0.0
3L	21748737	21847572	3L78F	0.0
3L	21847573	22007689	3L79A	0.0
3L	22007690	22099823	3L79B	0.0
3L	22099824	22181743	3L79C	0.0
3L	22181744	22296006	3L79D	0.0
3L	22296007	22560385	3L79E	0.0
3L	22560386	22718905	3L79F	0.0
3L	22718906	22843488	3L80A	0.0
3L	22843489	22930515	3L80B	0.0
3L	22930516	23077120	3L80C	0.0
3L	23077121	23218087	3L80D	0.0
3L	23218088	23302667	3L80E	0.0
3L	23302668	23856407	3L80F	0.0
3R	4208470	4410635	3R82A	0.0
3R	4410636	4501202	3R82B	0.0
3R	4501203	4657099	3R82C	0.0
3R	4657100	4863340	3R82D	0.0
3R	4863341	5101128	3R82E	0.0
3R	5101129	5364155	3R82F	0.0
3R	5364156	5531602	3R83A	0.0
3R	5531603	5688966	3R83B	0.0
3R	5688967	5948970	3R83C	0.0
3R	5948971	6192283	3R83D	0.0
3R	6192284	6493156	3R83E	0.0
3R	6493157	6625558	3R83F	0.0
3R	6625559	6896977	3R84A	0.0
3R	6896978	7097476	3R84B	0.0
3R	7097477	7174722	3R84C	0.0
3R	7174723	7760098	3R84D	0.0
3R	7760099	8130321	3R84E	0.0
3R	8130322	8383247	3R84F	0.0
3R	8383248	8767344	3R85A	0.0
3R	8767345	8979804	3R85B	0.0
3R	8979805	9202520	3R85C	0.0
3R	9202521	9600373	3R85D	0.0
3R	9600374	9907978	3R85E	0.0
3R	9907979	10201762	3R85F	0.0
3R	10201763	10335171	3R86A	0.0
3R	10335172	10473725	3R86B	0.0
3R	10473726	11013213	3R86C	0.0
3R	11013214	11284445	3R86D	0.0
3R	11284446	11785612	3R86E	0.0
3R	11785613	11871712	3R86F	0.0
3R	11871713	12147054	3R87A	0.0
3R	12147055	12535255	3R87B	0.0
3R	12535256	12773541	3R87C	0.0
3R	12773542	13164289	3R87D	0.0
3R	13164290	13484493	3R87E	0.0
3R	13484494	13843302	3R87F	0.0
3R	13843303	14226397	3R88A	0.0
3R	14226398	14415067	3R88B	0.0
3R	14415068	14675782	3R88C	0.0
3R	14675783	15054625	3R88D	0.0
3R	15054626	15316331	3R88E	0.0
3R	15316332	15623019	3R88F	0.0
3R	15623020	16027429	3R89A	0.0
3R	16027430	16576178	3R89B	0.0
3R	16576179	16576248	3R89C	0.0
3R	16576249	16736155	3R89D	0.0
3R	16736156	17123622	3R89E	0.0
3R	17123623	17256343	3R89F	0.0
3R	17256344	17436924	3R90A	0.0
3R	17436925	17663398	3R90B	0.0
3R	17663399	17916873	3R90C	0.0
3R	17916874	18004998	3R90D	0.0
3R	18004999	18118267	3R90E	0.0
3R	18118268	18268610	3R90F	0.0
3R	18268611	18446794	3R91A	0.0
3R	18446795	18672273	3R91B	0.0
3R	18672274	18793975	3R91C	0.0
3R	18793976	18945258	3R91D	0.0
3R	18945259	19070332	3R91E	0.0
3R	19070333	19261019	3R91F	0.0
3R	19261020	19695282	3R92A	0.0
3R	19695283	19971232	3R92B	0.0
3R	19971233	20096867	3R92C	0.0
3R	20096868	20259177	3R92D	0.0
3R	20259178	20525400	3R92E	0.0
3R	20525401	20794570	3R92F	0.0
3R	20794571	20983973	3R93A	0.0
3R	20983974	21124232	3R93B	0.0
3R	21124233	21232815	3R93C	0.0
3R	21232816	21400809	3R93D	0.0
3R	21400810	21645979	3R93E	0.0
3R	21645980	22019295	3R93F	0.0
3R	22019296	22474684	3R94A	0.0
3R	22474685	22666854	3R94B	0.0
3R	22666855	22827295	3R94C	0.0
3R	22827296	23114712	3R94D	0.0
3R	23114713	23363938	3R94E	0.0
3R	23363939	23509789	3R94F	0.0
3R	23509790	23714950	3R95A	0.0
3R	23714951	23812801	3R95B	0.0
3R	23812802	23940806	3R95C	0.0
3R	23940807	24063100	3R95D	0.0
3R	24063101	24189602	3R95E	0.0
3R	24189603	24380882	3R95F	0.0
3R	24380883	24840518	3R96A	0.0
3R	24840519	25101913	3R96B	0.0
3R	25101914	25292351	3R96C	0.0
3R	25292352	25439751	3R96D	0.0
3R	25439752	25712016	3R96E	0.0
3R	25712017	26106891	3R96F	0.0
3R	26106892	26362804	3R97A	0.0
3R	26362805	26558307	3R97B	0.0
3R	26558308	26733804	3R97C	0.0
3R	26733805	27054991	3R97D	0.0
3R	27054992	27264826	3R97E	0.0
3R	27264827	27434247	3R97F	0.0
3R	27434248	27670954	3R98A	0.0
3R	27670955	28082526	3R98B	0.0
3R	28082527	28383802	3R98C	0.0
3R	28383803	28644088	3R98D	0.0
3R	28644089	28855898	3R98E	0.0
3R	29184632	29468940	3R99A	0.0
3R	29468941	29775722	3R99B	0.0
3R	29775723	29957664	3R99C	0.0
3R	29957665	30152942	3R99D	0.0
3R	30152943	30323585	3R99E	0.0
3R	30323586	30597427	3R99F	0.0
3R	30597428	30928228	3R100A	0.0
3R	30928229	31275051	3R100B	0.0
3R	31275052	31613779	3R100C	0.0
3R	31613780	31917440	3R100D	0.0
4	49042	69508	4101F	0.0
4	69509	224898	4102A	0.0
4	224899	441648	4102B	0.0
4	441649	598468	4102C	0.0
4	598469	766734	4102D	0.0
4	766735	897802	4102E	0.0
